Original_Value,Scrambled_Value
LabOps-Netbox,OL-batesxobpN
CWM TEXAN, WTMXEACN
FESRA,ERFSA
Metrowatch  EMS,trMcSM Ehe wtoa
TIRKS ANS,SNAKS TRI
NRA Tool,TloNR Ao
ASI Access Arch - Citrix,c AhcrSc ieCxts AsI-Ai r
AMS - SE,E ASMS -
NETMAN,TNNEAM
NBAC,NBAC
CANS,SACN
Transport,npaTrtsro
LERG,LGRE
WNMS,WMNS
MDNS_General,rSDn_NeaeMGl
USP-8YY-N4E-Prod,UNPE-oS-48PYd-Yr
NetOp,NpteO
FIE (EMS),()SMEEF I
NerveCenter,NCveneeertr
NS2000-EMS,N000-SE2MS
TOOLS,OOTLS
LNP VERIPORT,PVRETLPR NOI
AP-PB,BAP-P
CANS SBCT,TCBS CSNA
DLA,DLA
PEARS,EASPR
NuTVoIP,ouITNVP
ESODATA,ASDOTAE
ICE ANS,SCNAIE 
EIM-VHDT,DTEHM-IV
SOP-P,PP-OS
NIOS,OSNI
VNC Controller,llr CtnVNCeroo
PMOSS_Mobility,ySiPbOltoiSM_M
ACMS - MESSAGE,EAGEM SAS- SMC
NDR-OOB,BO-NODR
CAAPS,PSACA
GICECAP-Collotrax,otPlxC-lCEroAaGIC
eoidb_ssl,dbleois_s
PSP/TELEPATH,EEHTTPALP/PS
HIT-7300,T0I7H3-0
ANSIBLE,ASINELB
TOTS,OTTS
NEC-EMS-100-ADM,SAEM-0EC1-N-0DM
US5G mgr, rgmS5GU
SCS - SE, S-ES CS
ALLOY PDAAS,PLDA SOYLAA
SAMSIAD CSBH,BISSDCMSAHA 
DCSWEB,BDSWCE
UserProfile,irrloesePUf
NetPro - EIU,U-roNtPIE  e
PoolDB,olBPDo
CTM-LNS-CISCO,STCOSLMCN-I-C
PHB,PBH
LabOps-JSD,bJsOpD-SLa
ATS EMS Citrix,ST  rtCMAiixSE
MOBNT-CMS,MNTMOC-SB
NetDCN,tDCeNN
AENBU,NAEBU
LabOps-EnvironmentalMonitoring,tvMblaamerrtnigioinonpsLEno-On
TGIF,FTIG
RESPOND,ERDOPNS
NEON PDaaS, PaDNNESaO
SAM LNS,SLASNM 
NVAM - Core,eoCM V AN-r
TCM ANS,CSN AMT
NVAM - LOCAL,L A -LVMCONA
PSRT,TSPR
IxiaAnue-FN,AxiIFea-Nun
CISCO-CTM-METRO,MROT--ISECCOMCT
ASR2,RAS2
MDAT,DMAT
LabOps-Infrastructure,ttLrra-bIsrfpsuOunaec
CISCO-CTM-EMS,OETSMCCSI--CM
AGN-CISCO-AGN,SA--GNOGCIANC
TOPAS ANS,STANPOS A
FAC-COMP,MCOA-PCF
NCMS,NCSM
ROTA SPPA,APROT APS
OSDS,OSDS
TSNOW-GUI,GUTWS-NOI
APB,ABP
BTAS,SABT
SPRIG,PIGRS
BISMARC,CBMRSAI
QBRE,BEQR
NA2,A2N
LNP DS,PSD LN
Nimbus,usimbN
ATAS - Service Delivery,Si lDveeer-yS eiArv cTA
MATS,SATM
sitelist,iitslets
IMDB,MIDB
OBATS,BOSAT
ILAIS,ALISI
BBNMS-LS,NBSBS-LM
CIM CPNI BIS,IIBSP CMN CI
GLUE,GELU
DIGIBOLT,TGIDIBOL
ATTPSN,PTNTSA
Andi AI Assistant - Consumer, rAssAtuea I t nsdmoCnisA-in
IDP-Cloud-CUPP,C-dDCPlUoIPuP-
CSOpsWeb,CpSbesOW
TSNOW-OSDSI,SD-OSTOWISN
LabOps-Concourse,-eCurosaoncOpLbs
DATM,DATM
IDP-NTS,TSIP-DN
NaaS-NEON,-NSONaENa
NML-NEON,NE-LMNON
SAaaS,SaSAa
BSSe-NEO,-OSNeESB
DA2RE_DE,D2D_EREA
FLEXCONN PLATFORM, AFXPROLEMFNONLCT
C3,3C
C2M2025,202C5M2
NNA,ANN
Atlas-UI,-tlIsAaU
DCATS,ACDST
IDP-Rex CLD,ILC -PeDDRx
A.I.M,.MI.A
NRNSMS,SRNSMN
E-PROV,R-EOVP
Lead Free,eL eerFda
EGDTV Tools,EoTDTl GosV
eCORP,ROeCP
WEBTAXI,EATBXWI
TAXPRO,RATPXO
CORPFIN-FITTREX,ICRETONXRF-PTFI
iCBT,BiTC
EVE-NG,NEVE-G
National RAN Support,aSloniN RrAu Nppttoa
HiPro,PorHi
CRKWEX,CWXERK
AKBMS,SABMK
AKSATMON,AONAMSTK
DBAC,CADB
MOBAPPS,SOBMAPP
AKTURIN,ITAKRUN
AKEDGEXMS,KDGSEXEMA
LOD,LDO
AKCOMPASS,OSPAMKACS
AKPIPE,PAEPKI
AKEPNM,AKEMPN
AKTEL,TKAEL
PGDB,PBGD
AKFABSTS,TSAASFKB
TS-BANDIT,-TBADNSIT
WMS-NT,N-MTWS
CFO RATS,SA FROCT
FBTI,BTFI
WEBADD/ESR,/DADRWSEBE
CCR-Relational - CCR-R,-oC-lRa eCliRRCa-C Rtn
UNAD,UNAD
Cricket SSS - PCI, Ser -SCcI ktiPSC
MOBNT-MOTS,M-MOTNOBTS
CS BRMS,SS MRBC
CSI - Customer Care,eSstrIC- rCma Cou e
EXPMON,EMXPNO
GRP-PD Supp,DuSPpRPG -p
Hydra,Hydra
AFT-Discovery,rysFe-oiDcvTA
SFMI,FISM
CSM,SMC
EFC,FEC
GRP-SPE BF TEST,B-PSTRGPEEFS  T
M2E-Core,CoE-re2M
EDP,EPD
AAP/BF,AA/PBF
JEN,ENJ
EFOM,OEMF
CorpFin-WLN-DEF,DECnWi--NpoFLrF
rtl-hc-frcst,lhrrstt-c-cf
EVALAI,VLAIEA
PRIME_CATRE,AT_EIPMERRC
CS FOBPM,SBCPF OM
FlexCloud-Sbx,bCulFl-xSxdoe
ON,ON
FINArchive,iNIAchrveF
PDTS,SDTP
CFAS,SFCA
EEIM Analytics,iInAEMEtasyc l
CorpFin-MB-DEF,-pDECMFrFo-inB
CCMS ABS,SCM BSCA
GCP CCAI AAC,CAIGPCA  CCA
BusChat D365,hC5uBD s3ta6
Webphone,Wenobhep
NSM,MSN
"MyATT, MSe","MA,eT ySTM"
PLE,EPL
MDLRS,SMRDL
PAC-E&LA,PAACLE-&
cMME FirstNet,tMEct sreNMiF
CSO-ENSS-AIMGWvFW,MFCGS-vWWE-SISOAN
USP_pLBC_Prod,BPCSoP_rp_dUL
USP-SDM-Prod,-oD-rSSMUdPP
EFFS,FSEF
vUDR D1.5 Prod,Uo1.R5  dDDPrv
MOBNT-DNS Gold,lNNGD -MSoOTBd
ssf,fss
RAPID ANS,NDIAR PSA
FNSMF-FNUPF-UC,NFUFFNU-M-PCFS
CSODB-SECINV,CSIESV-ODCNB
WLOSP,SOPWL
CTSTS,TSCTS
CABV,ACVB
DP-BRD Promo,PRDo o-PrDBm
NDOS,OSDN
HPP,PPH
Cricket Acquisition App,nAociCqc pst iuiAkteipr
Cricket Online,nnr etCiiOkecl
CGPN PI Now,INP woGN PC
Ozmo,zmoO
SDWAN,ANWSD
VSP,SPV
STAD,SDTA
4GMNE,4GEMN
ABSCMGR,RASMBCG
AOTS-M,-TAMSO
RECON PLUS,CSU NEORPL
GigaML,LiGgMa
TaxPlatfrm,TftrmlaaxP
APM-BHE,P-MHAEB
iTAP Global,TolaPbilGA 
QODR,QODR
iTAP,APTi
iTAP-MOTS,OTMiPSTA-
SLVRF,VSRLF
iTAP-EWS,-iPEWATS
ORBIT GOLD,DIROBGO TL
ATT-NCAAS,CA-TANATS
Cricket Android VVM,itiVc VoMnkeddrrC A
EGMDB,DEGMB
NEON-NCAAS,-AEANNNOSC
eSAP,eSAP
mShop,Smpho
ACCCSP,PCASCC
R3:CAPS,RC3S:AP
R3:RAP,A3R:PR
R3:Niche,c:hR3eiN
UPR,PRU
GRP-ATP UXD,DPT PXRAUG-
PC-AppSupport,ptSAoC-pPuprp
RDS ABS,ASBS RD
R3:DDTS,DST3:RD
"CMR, SMR"," SRRMCM,"
mvnx-servicedesk,x-eskseevivnrcmd
CorpFin-EPM,nFrpEoP-iMC
tSurvey,yuvSret
ETCO DR,EOT RDC
TCRP,CTRP
DRU,DUR
PRMAN,RNPMA
INAP-AUX,XPA-NAUI
OCAComm,OommCCA
APWB,BPWA
R3:SBS,3BSRS:
R3:SDRS,SRDS3R:
R3:POSTMAN,PMOSR:AN3T
R3:SG,:RS3G
R3:LAPS,:RSLPA3
DDISC,SDCID
UPSTART,TPATSUR
ATTSPISC,SPSAITTC
Halo.E IAM,lEaH.IAM o
CSO-CCH,C-HSOCC
TRD,TRD
Security IDP,It ecuryPDSi
SNADT,ATSND
Labs ALM, MbaAsLL
BBW,BWB
DPG - SDR,G RDSD- P
ATES,ESTA
Omegamon TEP,nEeOommTgaP 
GICECAP-NISECMP,EICP-ICNEGSPMAC
ETIS,TSIE
R3:Auto,:AtoRu3
(FED) - AIC,FC-I  AD()E
AIC-Fuel,A-eCFluI
AIC Keystone,teose yKAnCI
ATTSPIIQ,SPIQTIAT
AIC-Nova,IoNAva-C
AIC-Nagios,sAo-NgaIiC
AIC-LabOps,CapLbIA-Os
AIC-Ceilometer,trIleoeiC-CemA
AIC-Heat,eC-AatHI
AIC,CAI
AIC-Contrail,Ctnai-rCloAI
AIC-Neutron,uNA-CeontrI
AIC-Horizon,CiHAz-Ionor
AIC-OpsSimple,CpSimlsIpAOe-
GRP-Tools,oPosTGRl-
AIC-Swift-Cinder,fCCiAnSdwIei-rt-
CO,CO
SCPlegacy,PyeCgcSal
COICare,CCIreaO
SUD,SDU
ServiceNow WUE, NwcEerSWeUovi
LASR,ALSR
AI-FSR,I-ASFR
NextGenPortal,GePntxelatoNr
SOE-Cat,tC-aESO
R3:SkyView,VwR:eS3iky
TAPS-BOSS-Automation,oASm-a-AuBOSttPinTSo
911 Enable,1bEa91e nl
SCTI LM, MTSLIC
IRT,RTI
R3:FIND,INRF3D:
ASI,AIS
WWSI,WWSI
QTT,TQT
BPS,PSB
AIVM-Lumen5,Iune-M5LVmA
PAIR,RIPA
APPN,NPAP
HR-IPT,IP-HTR
OOPA,OAPO
"SOA, SMG, Service Order Activation Gateway","iSaGcGnSdOtar etMoi Aa,r  vve,yrteOwiS Aec"
tport,rtopt
ANCS,ACSN
WLNP Veriport,NotiepLWVrr P
SCaRT,CTaRS
iGEMS-JS-Basic-Platform,rcsi-aS-JifE-SMPGamBtol
Panaya,yPanaa
OWN Secure,uerceNSWO 
CCSFINFRA,IACFFSNRC
CCSFEXT,ECTSXFC
CCSF_Data_Cloud,u_dta_SCoFDCCal
Cpd_ACC,CdA_CCp
CCSF-BackupAndRestore,-sReteFcSuBrCdaoCpAkn
CCAF,FCCA
PC-AZURE BI,PE UARI-CZB
CCSF,CFSC
MYLVMGT,YMGMVTL
MYATD,MDAYT
CL-YOOBIC,LICOC-YBO
OCX,CXO
(FED) - OCX,F-E CD (OX)
GRID-GDDN,DDINRD-GG
OMX,XMO
Affinity,nftiiAyf
mvnx-aime,mnvm-eaxi
ECM NG,E MGNC
LS-DRRT,L-RRTDS
APRA,PRAA
GADB,GBAD
MC,CM
ME,EM
UWFE,WFEU
ACIS-APDP,DSPA-CAIP
ACIS AEBS,C ESBIASA
ACIS INV,ICV INSA
ACIS-Usage Arrangement,geIe-ng anSmrACeUAtars
ACIS SPLT,LISTAPSC 
UP,PU
US,SU
TPB-TPDE,DBPPT-TE
UPSWI,SUIPW
ICBSWI,IWBSIC
TPB-ESP,EBTP-PS
MISC-PRT,-SMRTPIC
CRIS Studies,tseR uSISidC
CRISBPS,PBIRSSC
B&C Rates,&CtR sBae
CABSBPS,BSBACSP
MP2052LD,P05D2LM2
Adjust - SE,Ad j -EstuS
File Load Manager,ee igaoaL dlrFMan
R&D & RDM,DMR&& R D
CEO,OEC
SN613 & SN613M,S N631&M36 S1N
ADM,MDA
UPS-GRT,TUSPGR-
ARG: GUIDING-PB,-RDPGAIIBN G:GU
MFTS,FTSM
IBIS - SE,BSSI  EI-
OC&C/RCATS,&A/OTRCSCC
DIAL,LADI
ICeBeRG,RBeIeGC
RTM,MTR
EMAS MGS Website,bMWG tESMeisAS e
AATs,sTAA
C/SHARP,RHC/ASP
Security App,uS ypreicApt
ECRIS-CR RSI,C-SRRISIRE C
CRIS,IRSC
LSA/OSS,SSL/OSA
CRIS MP, SICMRP
ARG: AT&T IDB-PB,:DP TI& TAG-BABR
TPV ACS,TPAV CS
MPS ACS,CSMSP A
NMI,MNI
Verbatim,raVetibm
TAX/TAR,/RAATXT
CMDS HQ,M HDQSC
Long Duration,oouDginrn taL
ETM,MET
CR,RC
CLUE,ELCU
OPNS,OSNP
POSSE,SESPO
VDB,BDV
CRIS SO Rating,giRSIRntC S aO
CRIS - CIF,-FRSCCI I 
CRIS-RATE-DB,EB-TCDA-SIRR
MOOSA - SE,  OS-SAEOM
AAN-CRIS,CRASI-NA
OPEC,EPCO
CRIS Policies,IRiSPeCsloic 
CRIS-SO-UPDATE,IAE-PORC-USTDS
BARS - SE, R-S AEBS
CRIS Misc. Input, usS npMCcItiI.R
MODX,ODMX
BAD DEBT, ADDTBBE
CPI,ICP
DAB,BDA
ADJUST,UTDJSA
CCA ECF,ACCEFC 
CRIS-Treatment-SE,RtTtma-CnI-reSeES
Data Services,aceitDaSves r
MP,MP
Auto Letters,uerttALte os
CRIS-BPRD GUIs,sPGSIBD-UCIR R
C/CA,/CCA
CRIS Cash-Posting,sih-ntCo RgICsPaS
ACIS-CDM1,1MI-CACDS
ACIS-ADST,DSATSAC-I
MPS,PSM
CL,CL
PP,PP
REFUNDS,USEDFNR
ACIS-TREATMENT&CASH UPDAT,T&DTME E-UIRNPACCHTTASAAS
FDB-STLMT,T-BSTDFML
CAMPS,ASCMP
S2C,SC2
LOCAL FICHE,LCA OCIEHLF
SOFE,FESO
ED,DE
EM,EM
SMDR,DSRM
FDB-REVDIR,RBFRVDI-DE
FDB-POB,BFO-PDB
T&S,T&S
QUANTUM/CRIS AR MF,M/USR CFRTMAI NQAU
CRIS Data Conv,aRatoC n IvCDS
USOC Browser,sUreCwoBrO S
RBS,SBR
ORACLE SCM,LRCSMECAO 
RAP,PRA
ELH,LHE
AIM,MIA
ACIS-BI,IASI-CB
ACIS-CI,CAIICS-
ITODCS,TICODS
WME,WME
ODC,COD
ccConnect,cnocntCec
GBBSO - Worklist,B ri- oOkBstlSWG
WCS - UMIU,U - MWUCIS
FBOCI,COFIB
GenAI_Billing_Anomaly,aeognn_mlAByi_AGnlIli
Cludo,Could
ARMOR,RROAM
NOWDBScanningTool,TgBNnocDoWaiOlnnS
NOWGRCBIA1,1WBANCOIGR
NOWGRCBCComp1,CoOpC1NCBRGWm
NOWGRCBCP1,GWCNR1POBC
NOWGRCAM1,CWRMAO1GN
NOWGRCBCMC1,CMBWGRCNCO1
NOWGRCAC1,CCNR1GOAW
NOWGRCCM1,RWCONMCG1
TD - DW,D DW -T
PLUSS,SULPS
WDW,WDW
DPG - Southeast Legacy Wireline,-ngarStWl Geia ucDhosePtyie e L
CCV Case Management,  MaCCtsgnnemCVaeea
BCADSS,DSCABS
RADS - SE,SREA - DS
TDU,DUT
UDDW,UDDW
IBR,BRI
vRR-FlowControl-Cisco,rvlCRolCo--swocoFRtni
TZNAWS,ANSWTZ
SIW,SIW
Nagios Core,ooigaCeN rs
CCReporting,oegtRCiCnrp
SCORE,SOERC
CDODSC-MP,DM-DSPCCO
BetterUp VEC,VtCEBpUee rt
RSIS,RSSI
ABS INDIRECT MULE, TE MRUCEIIANDSBL
PORTX,RTPXO
CPFM,CFMP
FNSNOW,SWNNFO
GRP-OE&A SSI,ISE-GS& PRAO
BKSunrise,SisurKBen
"ATCS FVGW, SSP, Conference ELK & BroadCloud","o n&KCCPCV cl TLrBoSSAed dnu eS aWerFEofG,,"
(FED) - PEARS, P (EFA)-EDSR
EXCHWEB,BXEHWCE
ATLAS-NEON,LN-TAASONE
NetDB,BNteD
ATOLL Adapter,rdaAT LAOLtep
SFP Adapter,tAdaePF rpS
SFC Adapter,apCAFSred t
ODC Adapter,A aeptDdOCr
GTOC-A,CA-TOG
STARGEMS,GSSREAMT
Command Extension Adapter,ptoCneoanAs mamxtE rddnie
Mobile Coupon Tool,iCToue lMnlboop oo
(FED) - ESIGN, EDE SIG)F(-N
(FED) - GEARS,-(FS)DARG EE 
"MTI, GIS","SIIT, GM"
GFMOWeb,GMObeFW
DPG-eCARS,-PGAeRDCS
HROS,HSOR
GICECAP-BSI,I-BGPIECASC
StraViso,sViatorS
BSSe-OH,eSOS-BH
BSSe-iPaaS LTW,iSPBaeT WSLa-S
BSSe-iPaaS,aiSBeSS-aP
BSSe-OC,OeBSSC-
CARS,CSAR
NDS-API,A-DNISP
notifyNow,iNofnotyw
PQC-PSS,SPQS-PC
MonAAS,AAnMSo
WOS,OSW
DAR,RDA
LEX,LEX
APP_Analytics,aliPnP_sAtycA
VID,VID
ASDC,ADSC
ABSDW,SBWAD
MVNXP,PVXMN
EBMIS,BMSIE
WCS - BBOREQ,BS OQRBW CE-
RADAR,ARRDA
UTR,TRU
SiteTracker,kTriatSeecr
IDP-PCI-OPUS,IPUCIO--DPSP
GICECAP-IVRTFN,AVEI-FCGRCNIPT
IP-CMS,-SPMIC
RIPS,PISR
CRIS CASH,SRASIH CC
BDI,DBI
CAP-UC,CUAP-C
Unbillables,enllbUiblas
CRIS RC-RECON,SRCCC-ROI NRE
SWHB,BWSH
CRIS BILLDAY,BYSCA DRLLII
ADR,RAD
OCN-NPCE-ST,CTE-NNPSCO-
Depot OPS,oODeS Ptp
IXC PBA,APXICB 
HB,BH
TRMIM,MMRTI
eUS,SUe
CSORPT,RPSCOT
(FED) - FOBPM - US,-UB OSE) (FMD-F  P
(FED) - US,DF) E-(S U
FSP,SPF
CRIS BCAP,PIRBCCSA 
BOCRIS SOFT CASH, IHSTOBFSSACOR C
BOCRIS,CBOSIR
AIRS,ARIS
MBBTRES,MTBSEBR
FraudMetrics,FrurtadiMecs
CDSA,SADC
GRP-MMC_TRE,R_-EPRMCMTG
TWS Maestro,WaMrsSteo T
EDT - Network & Usage, DtU rTows-g& kEeNea 
CTMS,SCTM
rfax,xafr
LyncShield,neydSLiclh
(FED) - AOTS,)FSDET (A O-
EOS RM,RMEO S
Oracle AR,cerAR Oal
Amp-MP,p-MmAP
DAT-BAF,TDAF-AB
DATARTR,DATRRAT
BGW-IoT,GoTW-BI
CBS-ONENET,N-BESECONT
Amp-MM - Invenio,ieMn--o vMpA mIn
ACT,TAC
NIAVR,NAIVR
PRC UI,RCUIP 
ECMP8,8PMCE
BRICS,SCIRB
EIS-S,-SSIE
(FED) - AOTS-M, S)-T DMFO(-AE
PROSPUMP,POPPSMUR
PRC NG,PG CNR
IMC (New),CeM(w N)I
SORES,SSROE
SORDS,DSORS
GAMS,AMSG
IF,FI
FINROBODASH,OBHRDFIASNO
DDP-3P,3-PPDD
INTERNATIONAL AR,TAANLTRNIORAI NE
eRoutine,eounetRi
pUSP - pBGW,pU WPp-S GB
Azure-DL,ArLu-zDe
pUSP - pBGW (FirstNet Dedicated),Usd iStete BatecDWP(rp Gp)dN iF-
USPe FirstNet SBC, rBeCestSSPNiFUt 
pUSP - pSBC (FirstNet Dedicated,esUNSBeitSC-cepFpaidt D P t rd(
BICT,BCTI
ONE,EON
TQ,QT
Sgnv,Svgn
AO-Calc,A-caClO
IDF,DIF
MIND-A,AMI-ND
Speech Services Platform,tisSce eaerePomvrfcl Sph
MTNS,MTSN
Wisp,pWis
Grouch,rhcoGu
1FED,1EDF
DEAS,DSEA
askNEO,saEONk
RIMS RRM,R RMRISM
AOTS-TM,OSTMT-A
PINV,IPNV
NAVA,VAAN
ABMS,SMBA
ATT CCTP MC VHT FRAME,TE F ACCPTVT  TAMMCHR
NOW AI Search Global,WISbolaa cle r OhGAN
SN_ECT,C_NTSE
SN_UNI_REQ,NU_SRIQ_NE
CTMT,CMTT
CUC-P,P-CCU
USHNow,HSwUNo
FL,FL
COI,COI
CREUS,SREUC
TempID,TIpmeD
AC-Continuum,CutnnAoC-uim
CREAR,RCARE
CRE - SAMS, MC-RS SEA
PIXI,IXIP
WID,WID
CREIVR,IEVCRR
OpsTools,poOosTls
AMSIP,ISPMA
AT&T PreSailPoint SF,tSST&iPai TFrA eoPln
tView,iwVet
BCT,BTC
YWR,RWY
AvtkAI,AIAtvk
XRICS,XCRSI
RAISR,SRRIA
SWITCHSERVER,WECRESSTIHVR
CBS/Data Extracts,ctB/xts aCEaStraD
EDF-WF,WFFD-E
GS,SG
CSI - CRB,IC- S CRB
tSynthMon,nhMStntyo
CityState,yieSttaCt
Azure SAM-LPBK,SM -eruPAzBKAL
CFM,CMF
RUSS,URSS
SC-SPI,S-IPSC
CMR,RMC
Enabler LS,ebarnSELl 
BTPD,PTDB
IHX_Forecast,_sFtHroXaeIc
CCProcMech,MCcrPChceo
CSO-CSA,CCOS-AS
CIT-ES2,2EIT-CS
"ES, rsIQ, Kioware, Kiosk, ES2","ro r wIE,EK2 koe,iKSQssSia, ,"
CNI CPT,INTCPC 
CCPR,CRCP
GICECAP-IFP,-AECICPFGPI
TIDE,EDIT
PED-WO,WE-ODP
DC,CD
RAISR PORTAL,PAILSR AROTR
pUSP - pSBC, -CSp pUBSP
SIRA,ISAR
MILO,MLOI
BIRT,IBTR
INAP-WEB,IAEPW-BN
MOBNT_ASCERT,OC_BTTMASNRE
Agilent LMS UDDW,gMDtnADi SU eLWl
mvnxid,nxmidv
ODM,OMD
PUSH-OTA,SAPUTOH-
BSSe-ACF,SAe-FSBC
IRDW,DWRI
TSI PIVOT, OPSIVTIT
APISENTRY,TAEPRSINY
Lab ITP,a IPTLb
ATLIRS,ILTSRA
MOBNT-IMEI-Trigger,-rgrTBNTOeM-igIEMI
MOBNT-ATT-IRS,-TTMRTIO-NSBA
Active Retry for OTA,Ay TftrreiRv ecO tAo
MOBNT-IMEI ARS,RMS BIMINOTAE-
PCOpera,aeOPpCr
PC-SMT,T-PMCS
PCP-AWS Outposts,oC s-OpAPPstuWSt
ORMC,CMRO
SDBA Internal Tool,D SnllBn rAIToatoe
OEMGRID,MIGDEOR
CMAC,ACMC
OSAT,ATOS
U-PRS,P-RSU
USPe NAC, eNUPCAS
CRIS STAT/MR7,MSA7ICT T/SRR
DOD,DDO
OUS,SOU
ITXEDGE,EGIXTDE
DLPE,PDEL
ABM,MBA
APO,AOP
Afiniti,iniAtif
WHSD,DSWH
INTL UCCE,LITEC UNC
GSMS,SGMS
ISDPortal,PIDaorSlt
PICT,ITPC
ATRM,RMAT
CDCOG,GCOCD
MOSS,MOSS
ITO-FTP,TIPT-OF
MS KMS,SMMKS 
SCCM-Labs,aC-MSbCsL
MS SMS,SSMS M
Thrive,Tvrhie
vRR-L3VPN-Cisc,PNvR3Rc-ViCsL-
INSP,SINP
LTS,TSL
PRM,RMP
GFMS,SMFG
MISERVER,RVEEMIRS
fuse,fesu
PL 10,L01P 
RA,AR
CRIS Downstream,oa SRDICtesrwnm
BOSS-PAC,SSBPOA-C
FACET,FACET
CPS,SCP
SSBCWS,BCSWSS
WITTDB,TWIDBT
ARDA,RDAA
D2SDN-DASHBOARD,B-HDSADASD2NODR
ACIS-REVENUE,EEAU-EVNIRSC
WP,WP
OSI,ISO
AGG,GAG
FDB,BDF
PRDB,BPRD
BPPO,POPB
(FED) - SPP,S( )E -DFPP
ECCRI,IRCEC
AA - SFDC,SAC AD F-
ThroughChannel,unrTahhghneCol
ATTBUSSTUDIO,TSUIUTBASTOD
GRP-CSI-IVP,-GRPICVS-PI
GRP-A&E OnBoarding,-gPrRo OBinGda&nEA
GRP-CSTO-CSI,OPICT-GSR-CS
Watermark Framework,tkFarewea roWrmrkam
GRP-SDE PMO,ODRPP- GMSE
CSI - Adapter, pea- CSdAItr
CSI - Product and Offer Mgt,f P -cCeMtagrOrIdo fn tS du
CSI - Network Management,mM eIS e anrNgteawC-knot
WIT-TEST,-TWETTIS
WRTool,WToRol
IDP-OPUS,PDI-SPUO
BMS-E,MEB-S
FBF-BB,BBFBF-
APIOGW,AOPGWI
"SC, Switch Control, TSC","w CohTiCnSlc t,ot rSC,S"
EPPT,TPPE
QH HOG,QHOH G
AAMG,AMAG
OTS,TOS
Amd Infra T, amdATrIf n
LSCTool_2,o_2TSolCL
CSI - CPSVC,VC- SI CSPC
"DTI, CCR-ETL","CD, TETILR-C"
CSI - Trouble Management,ngaI mtoCaTn-S l Mbeeuer
ATT-RT,ARTTT-
EPOCH,OEPCH
CCPM,MCPC
HZNAGT,TGNHZA
TLGDLR,RGDTLL
CSI - Credit and Val,elSaCrndI C -tVi ad 
CSI - Order and Subscription Mngt, eSrdrI notbS s -ctu aniOMngdpCir
CSI - Work Force,rcF -oCrkWI oSe 
X-Tool,ol-XoT
DWS,SWD
HZNREP,HPZREN
OSSOOR,SSOORO
ATT CCT CURO,COTACCT RU T
nd:ndO,dnndO:
ND:LDS,DDL:SN
FN-NEF,EFFN-N
VPCP,PVPC
OMC Framework,OCFkaewM mror
SARAPlus,PSlusRAA
mhsps.it.att.com,t.am.isstmoc.htp
enGaugeWeb,neeGubegWa
eGSPI,SPIeG
ATT MACS,AMACSTT 
NOWIA,NAOWI
AppScan on Cloud,n oondluapScApC 
MS Teams,m aMTSse
Balbix,Biablx
OSW-Luminate,ntWLmeSaui-O
NOSST,OTNSS
OAIM,IOAM
GRP-EDF-ATT,AG-RETTP-DF
GRP-ADW-DS,GDS-RPA-DW
USP-pLBC-Lab,aSP-LCLU-bpB
RM,RM
TRACE,EACRT
mvnx-ihub,inuxvmh-b
AMVNOS,VMNSAO
OMCA,ACMO
OMCSV,VMSCO
OMCR,CMRO
ADMAN,DMANA
ATTCC,TTCAC
CAPM,CAPM
Bug Bounty,B Byotugun
LSMS QS, MLSQSS
MOBI,BIOM
iFIM,FIiM
ATT TVI,ITATV T
MSP LABS SMOP GEN,PSLAS B OMPMNSEG 
JSA,SJA
Mobility NetBrain,nr NoeiMyliBbttai
BigIQ,QiBIg
ATP,TAP
DNS-MISC,CMI-SDSN
DNS Filter,tiSelFN rD
F5 vLB,vLB 5F
AIC DnsTools,AolonsDC TsI
DNS-DRAGON,NDOSD-RNAG
DNS-Infra,DSna-rINf
ATCS CCGW,C AWCSCTG
DSI PRINT,RINDTS IP
XDM,DXM
copja,jaocp
YED,YDE
SentinelOne,OilnneSteen
ADV8 - HOST, DSV -OHTA8
CORT,CRTO
CLEC-WEB,LEWEC-CB
eGT,TGe
DPT,TDP
PME,MEP
CNS,NCS
GRS,RSG
MWOG,OWGM
IMIXC,CMIXI
ATT CCT AEP, AAT TCETPC
CPC,CPC
AccessPro,PocrsAecs
SD-WAN_with_SP,SPNSAt_D-hiWw_
Nexus_CDG,usNG_xCDe
AskTSS,TsASkS
SOCS,COSS
NEXXUS,XESXUN
BMAT,ABTM
CSI Parent/Triage, SeiIg/CntaarrPeT
RPMS,SPRM
Cricket CLM,CLtceC ikMr
CBR - MF, M-C BRF
CRIS SO,RCI OSS
ORDMAN,MDNRAO
Retail Commander,lmanieretaom RdC
CATALYST 18273,T3CAL2STA78 Y1
LASR-SE,AES-SRL
BKWeb,ebKWB
CATALOG,OALTGAC
CoD Turbo Live,verbuoi oDTCL 
CCAD,DACC
FIRST PT GUI, SITG IFPRUT
FIRST-RT,-SRFIRTT
CRMOP-ATTIS,-TPTOACRSIM
Sales Tools,TSlsaoose l
CRMOM-SBCIS,SROBCSI-CMM
ACE Biller,lliCArBE e
FIRSTWFM,TFFMIRSW
FIRST-ASSET,T-RSTAIESFS
ERT,RTE
CRMCC-SBCIS,CMRCSSCCIB-
NTelagent,nNtgeTeal
STELLAR BOS,SLSO LRTBAE
CROME,OEMRC
INSIGHT:BCTS,CSHTIGB:ITNS
FIRST,TFRIS
CCDV-SE,SC-CEVD
